text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
"Lake Highlands office owner sues city of Dallas, affordable housing developer https://t.co/1iQr45YYIe",2023-12-27 13:14:14.783021,1738236782288781603,2023-12-22 16:35:18+00:00,0,0,1,0,,,JSpagboli, 🏴󠁧󠁢󠁳󠁣󠁴󠁿 ,364,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (greater victoria housing society OR john howard society of victoria OR greater yyj politics OR vreb OR district of saanich OR st. john ambulance OR yyj tenants union OR greater victoria coalition to end homelessness OR peers victoria resources society OR housing OR camping) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
@MunicipalFly Saanich plaza would be best served to be redeveloped into a twenty floor mixed apartment housing with storefronts,2023-12-27 13:14:14.783024,1738042469173039250,2023-12-22 03:43:10+00:00,1,0,1,0,,,pmcondon2,"Vancouver, British Columbia",3083,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (greater victoria housing society OR john howard society of victoria OR greater yyj politics OR vreb OR district of saanich OR st. john ambulance OR yyj tenants union OR greater victoria coalition to end homelessness OR peers victoria resources society OR housing OR camping) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"""The first migrant families are scheduled to move into temporary housing in the Mullen Home in the West Highlands at the end of this week after the Denver City Council approved a deal between the city and the Archdiocese of Denver."" #copolitics https://t.co/RsaIJ1TTVj",2023-12-27 13:14:14.783026,1738006788614860997,2023-12-22 01:21:23+00:00,1,0,1,0,,,Leviticuso7,USA,190,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (greater victoria housing society OR john howard society of victoria OR greater yyj politics OR vreb OR district of saanich OR st. john ambulance OR yyj tenants union OR greater victoria coalition to end homelessness OR peers victoria resources society OR housing OR camping) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
@ChinasCanada @PierrePoilievre @CFBBFCEsquimalt i grew up in PMQ's and in Esquimalt. Where the hell is the housing going,2023-12-27 13:14:14.783029,1737976057553449470,2023-12-21 23:19:16+00:00,0,0,0,0,,,makoladevelops,"Victoria, British Columbia",1135,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (greater victoria housing society OR john howard society of victoria OR greater yyj politics OR vreb OR district of saanich OR st. john ambulance OR yyj tenants union OR greater victoria coalition to end homelessness OR peers victoria resources society OR housing OR camping) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@ResonanceEnter1 Hahhahahaha..
In which language?
For which hemisphere?
For highlands or lowlands?

How about...
We go with...

Grow food, care for animals, be good to your family, build some shelter, try not to have to kill anything,
Dont ruin the planet,
Watch the sky for when to do shit.
Live… https://t.co/rxDnHL1HKe",2023-12-27 13:14:17.520973,1739798609653272992,2023-12-27 00:01:27+00:00,0,0,0,0,,,BenHaye54164605,💚💛🖤💛❤❤🤍💙🤎🧡🩷💯🇦🇺🍀,188,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@pokimanelol Poki I sit on a board of directors for a non-profit and we are looking for essentials for the less fortunate. 

The nonprofit is Sooke Shelter Society and would love your support during this cold season. &lt;3 Love what you do, thank you for being a positive influence in this world.… https://t.co/Ow4igtrZtc",2023-12-27 13:14:17.521014,1738293190632112434,2023-12-22 20:19:27+00:00,2,0,0,0,,,_Bright_Brian_,Victoria BC,37,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"This WATCH &amp; ACT - GRASS FIRE - Stay Near Shelter is for people in Shelbourne, Woodstock West and Laanecoorie. There is a fire at Bendigo-Maryborough Rd, Shelbourne that is not yet under control.
More details at https://t.co/l2bKpaE7fx https://t.co/95z4x8v4W7",2023-12-27 13:14:17.521023,1738105999343693836,2023-12-22 07:55:37+00:00,0,0,5,2,,,vicemergency,Victoria,61628,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Evacuees in inland China quake-hit region facing freezing cold temperatures

 Tens of thousands of people in inland China have taken shelter amid freezing cold temperatures after a massive earthquake hit the region on Monday.
The quake occurred in highlands more than 2,000 meters https://t.co/Qa3SEHcfLK",2023-12-27 13:14:17.521031,1738058435428593769,2023-12-22 04:46:37+00:00,0,0,0,0,,,Knot73211261,,2283,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Enjoy art this holiday season!

@SaanichParksRec
hosts ""A Sense of Place"" at Cedar Hill Recreation Centre until Jan 7, 2024, featuring the beauty of our West Coast, explored by five local artists.

Live painting demos on Dec 22 and 23 (10:00 am-3:00 p.m.). https://t.co/zyiqtAtiAl https://t.co/leRkdw2z7t",2023-12-27 13:14:17.521046,1737895751529955403,2023-12-21 18:00:10+00:00,0,0,2,1,,,saanich,"Saanich, British Columbia",7336,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Tour De Claus took place last weekend! We delivered Christmas to 5 families with a child undergoing cancer treatment. Thank you to Saanich Fire Charitable, Mr. and Mrs. Claus, our elves, and many others who helped make this happen! Happy Holidays from our KidsRun Family to yours! https://t.co/ssEFu0JKKQ",2023-12-27 13:14:17.521055,1737724993583394837,2023-12-21 06:41:38+00:00,0,0,3,0,,,kidsrunvictoria,"Victoria, British Columbia",100,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"Our place, a good place to donate to, also Rainbow Kitchen, Esquimalt Neighbourhood House &amp; Citizens Counselling plus Mustard Seed &amp; Goldstream Food Banks https://t.co/KtO0avpXa5 Met Ryan while serving Christmas lunch at @ourplacesociety. I sat and chatted about his life journey overcoming obstacles &amp; barriers. A story of hope, inspiration &amp; resilience. He named @vicpdcanada officers who’ve helped him get on his feet. This is what it’s about. Made my day. https://t.co/Qi4WIlKmT9",2023-12-27 13:14:17.598825,1737620566864261404,2023-12-20 23:46:41+00:00,0,0,2,0,,,1loriking,Qc/BC Canadian ,5402,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@memerekim3 @InMiddleWithFew @bmorrow58 @TanyaFusco @mferreriptbokaw 😀 We are the largest municipality by population on Vancouver Island and a beautiful place to live, I might add. 

He's trying to rage farm on the basis of our stepping up to fight #PeriodPoverty. We rolled out free menstrual products last year.

https://t.co/27TJYReWiQ",2023-12-27 13:14:17.598886,1737603323287724498,2023-12-20 22:38:10+00:00,5,0,3,1,,,TealePB,"Saanich, British Columbia",3795,(900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west) (homelessness services association of bc OR umbrella society OR habitat for humanity victoria OR togethervic OR extreme outreach society  coffee house OR the mustard seed OR gvceh OR our place OR solid outreach OR shelter OR collude) lang:en -is:retweet,900-block pandora avenue OR esquimalt OR highlands OR metchosin OR pacheedaht OR saanich OR sooke OR vic west
"@senatorduff Every day my Ring informs me houses are being broken into cars mailboxes don’t listen to these Democrats saying crime is down crime is way up ask anybody I know many cops, French Fort Fairfield Newtown, New Haven they says it’s outrageous",2023-12-27 13:14:20.369214,1740106025355612561,2023-12-27 20:23:00+00:00,0,0,0,0,,,bob17761988,,60,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"""Jewelry store crime is at an all time high, increasing 31% in 2022""

Unfortunately, with failed @GavinNewsom @CA_Dem ""leadership,"" daily smash-and-grab robberies have become the norm here in California.
https://t.co/BvX9hBC7MD",2023-12-27 13:14:20.369238,1740096246076055724,2023-12-27 19:44:09+00:00,0,0,3,1,,,millanpatterson,"Simi Valley, CA",16475,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Busted Newspaper Ohio Fairfield County mugshots https://t.co/BBBUtlsDSK Elisabeth Miller arrested 2023-12-26 Today arrest records, charges of people arrested in Ohio Fairfield County Busted, newspaper, mugshot, mugshots, arrest, mugs, crime, booking, reports, jail roster… https://t.co/CZpQeIg9B2",2023-12-27 13:14:20.369247,1739783802577375302,2023-12-26 23:02:36+00:00,0,0,0,0,,,alexcorpuz22,,15,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"@WallStreetSilv Oklahoma City (the first city I checked) has worse violent and property crime rates than Fairfield.

Again, please name one of these wonderful Republican-run cities with a low crime rate. No one ever has named one.",2023-12-27 13:14:20.369256,1739776757522173987,2023-12-26 22:34:37+00:00,0,0,0,0,,,Belltower,"Laurel, MD",231,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"America has two major problems:

Terror by radical Islam

And rampant crime

Here’s @GavinNewsom’s California:

Video captures Fairfield jewelry store smash-and-grab. “Defund the Police” because BLM.

Arrest these thugs and throw them in jail: https://t.co/LFpZjxEXvy",2023-12-27 13:14:20.369264,1739698850816831621,2023-12-26 17:25:02+00:00,13,1,46,20,,,Dapper_Det,East Coast,4319,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"@Timcast Respectfully, Tim, I don’t think it’s sound to take one incident occurring in a crime-infested city (Fairfield) and extrapolate that to the condition of the nation as a whole. This same thing isn’t happening in Wyoming, Montana, or many other places to the same degree. There have… https://t.co/JczutKXFaE",2023-12-27 13:14:20.369273,1739658782643249419,2023-12-26 14:45:49+00:00,3,0,9,0,,,OfficialCWATSON,,9351,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Busted Newspaper Ohio Fairfield County mugshots https://t.co/FEKabHyj0S Young Christopher C arrested 2023-12-26 Today arrest records, charges of people arrested in Ohio Fairfield County Busted, newspaper, mugshot, mugshots, arrest, mugs, crime, booking, reports, jail roster… https://t.co/06oIemjqoT",2023-12-27 13:14:20.369289,1739468366690316719,2023-12-26 02:09:11+00:00,0,0,0,0,,,mindadultshop,"Sydney, New South Wales",42,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Fairfield County man charged with kidnapping, luring girl into truck https://t.co/Z07ZJX71S1",2023-12-27 13:14:20.369296,1738879192622653918,2023-12-24 11:08:00+00:00,0,0,0,0,,,Pct4Constable,Harris County Texas,17713,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aboriginal coalition to end homelessness OR our place society OR victoria native friendship centre OR island health OR united way southern vancouver island OR greater victoria acting together OR victoria foundation OR aechr OR pacifica housing OR umbrella society OR unhoused OR crime) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Dumb Olis,

I copied your picture form the fake sex offender letter who was sent by our ex-neighbor lady to Fairfield Village residents with this post.

Gaza Strip is losing his violence steam because we are going to destroy all buildings and anything move inside and outside of… https://t.co/EMEAnlicmZ https://t.co/eP7QpFfcJD",2023-12-27 13:14:23.023743,1738143551978865067,2023-12-22 10:24:50+00:00,0,0,0,0,,,olisbahari,"Houston, Texas",0,(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aceh OR pacifica housing OR victoria police department OR makola housing society OR vancouver island mental health society OR greater victoria placemaking network OR tourism vancouver island OR alliance to end homelessness in the capital region OR salvation army OR victoria native friendship centre OR violence OR drugs) lang:en -is:retweet,beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Lawrence vs Cony | Maine High School Basketball Live Wednesday
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺🏀🇺🇸: https://t.co/ZXXpB5fGOa
The Cony (Augusta, ME) varsity basketball team has a home conference game vs. Lawrence (Fairfield, ME) today @ 4:30p. https://t.co/zbxDTqeAoG",2023-12-27 13:14:26.030305,1740117405307965780,2023-12-27 21:08:13+00:00,0,0,0,0,,,soccersport27,uneted setates,60,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Lawrence vs Cony | Maine High School Girls Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : https://t.co/oLyZi8BStc
The Cony (Augusta, ME) varsity basketball team has a home conference game vs. Lawrence (Fairfield, ME) today @ 4:30p. https://t.co/hoHHEm35x3",2023-12-27 13:14:26.030337,1740112671712952326,2023-12-27 20:49:25+00:00,0,0,0,0,,,AroKadal,,49,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Lawrence vs Cony | Maine High School Basketball Live Wednesday
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺🏀🇺🇸: https://t.co/ZXXpB5fGOa
The Cony (Augusta, ME) varsity basketball team has a home conference game vs. Lawrence (Fairfield, ME) today @ 3p.",2023-12-27 13:14:26.030347,1740105690117705954,2023-12-27 20:21:40+00:00,0,0,0,0,,,bagong12_bagong,"Texas, USA",76,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Lawrence vs Cony | Maine High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : https://t.co/oLyZi8BStc
The Cony (Augusta, ME) varsity basketball team has a home conference game vs. Lawrence (Fairfield, ME) today @ 3p. https://t.co/LfSRI3V5wb",2023-12-27 13:14:26.030356,1740105599499784579,2023-12-27 20:21:19+00:00,0,0,0,0,,,NameDeris,UnitedStates,34,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Lawrence vs Cony | Maine High School Basketball
𝐋𝐢𝐯𝐞 𝐧𝐨𝐰 ➤ https://t.co/O7cAubheJZ
The Cony (Augusta, ME) varsity basketball team has a home conference game vs. Lawrence (Fairfield, ME) today @ 3p. https://t.co/NqQxl5JVcz",2023-12-27 13:14:26.030364,1740102221034078581,2023-12-27 20:07:53+00:00,0,0,0,0,,,HighAll16772,"Lake Catholic (Mentor, OH)",0,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Seymour vs Warde | Connecticut High School Basketball
𝐋𝐢𝐯𝐞 𝐧𝐨𝐰 ➤ https://t.co/so8MayvXUt
The Warde (Fairfield, CT) varsity basketball team has a home non-conference game vs. Seymour (CT) today @ 2p.
Game Details: Fairfield Warde High School-Large Gym https://t.co/1tEnF8wkf7",2023-12-27 13:14:26.030372,1740096529610997783,2023-12-27 19:45:16+00:00,0,0,0,0,,,Jj_slebew_,,15,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"Seymour vs Warde | High School Girls Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : https://t.co/vfKpXxOnWh
The Warde (Fairfield, CT) varsity basketball team has a home non-conference game vs. Seymour (CT) today @ 2p.
Game Details: Fairfield Warde High School-Large Gym https://t.co/TxQPlIR5sB",2023-12-27 13:14:26.030380,1740087033819959639,2023-12-27 19:07:32+00:00,0,0,0,0,,,NFHSboyshoops,"New Fairfield, CT",256,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"East Hampton vs Ludlowe | Connecticut High School Basketball
𝐋𝐢𝐯𝐞 𝐧𝐨𝐰 ➤ https://t.co/so8MayvXUt
The Ludlowe (Fairfield, CT) varsity basketball team has a home non-conference game vs. East Hampton (CT) today @ 12p.
Game Details: Fairfield Warde High School-Large Gym https://t.co/OGQ9YyQ5ac",2023-12-27 13:14:26.030388,1740063379430199780,2023-12-27 17:33:33+00:00,0,0,0,0,,,ryunosuke_h,"洗足池 Senzokuike, Tokyo, Japan",1707,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"East Hampton vs Ludlowe | Connecticut High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : https://t.co/lYHzMi7aVn
The Ludlowe (Fairfield, CT) varsity basketball team has a home non-conference game vs. East Hampton (CT) today @ 12p. https://t.co/32LSxtnVEz",2023-12-27 13:14:26.030396,1740054985113780378,2023-12-27 17:00:11+00:00,0,0,0,0,,,XBRIANMILLS,NYC,3218,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"🚨BOYS BASKETBALL HOME OPENER🚨

Holiday Day Tournament hosted by New Fairfield Boys Basketball. 

@NFRowdyRebs Theme for todays game - HELMETS &amp; JERSEYS 

#CTBB https://t.co/OCKOWjUlwN",2023-12-27 13:14:26.030405,1739981031506423868,2023-12-27 12:06:19+00:00,2,1,5,2,,,sheridanhoops16,"Thornville, OH",1553,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
"#NowPlaying
🎵 Coming Home [Live at Fairfield Halls, December 7, 1969, 2nd Show]
by 🎵 Delaney &amp; Bonnie &amp; Friends
from 🎵 On Tour with Eric Clapton Disc 4 Fairfield Halls (12/7/1969 - 2nd Show)
#DelaneyBramlett #swamprock #boxset 
#BonnieBramlett #EricClapton
#FairfieldHalls https://t.co/dOqI7ZcsMd",2023-12-27 13:14:26.030413,1739901249934549251,2023-12-27 06:49:18+00:00,0,0,0,0,,,KCesena83,"San Jose, CA",99,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
@LaurenDodge12 @fairfield_iowa @DC_Draino What time did he post the video that got deleted to tell everyone to go home? no one wants to answer it.  Man up,2023-12-27 13:14:26.030422,1739826897784029631,2023-12-27 01:53:51+00:00,0,0,0,0,,,JazzyLynnRose,"Boston, MA",5392,"(beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park) (aids vancouver island OR peers victoria resources society OR victoria tenant action group OR mental health recovery partners, south island OR vandu OR hillsidequadra OR town of view royal OR encampment OR sooke homelessness coalition OR peer housing support program OR home OR low-income) lang:en -is:retweet",beacon hill park OR fairfield OR hillside-quadra OR millstream OR pandora avenue OR saanichton OR southern gulf islands OR vic west park
